id,pin,age,gender,marital_status,city,state,residence_ownership,target_income,device_model,device_category,platform,device_manufacturer
LOA-1VAHN7EV,126112,25.0,MALE, ,Jind,Haryana,,36731.48,cph2213,SMART PHONE,ANDROID,oppo
LOA-1VAHN7EV,126112,25.0,MALE, ,Jind,Haryana,,36731.48,cph2643,SMART PHONE,ANDROID,oppo
LOA-2BCZ633K,212622,40.0,MALE, ,Chak Kori Sadad,Uttar Pradesh,SELF-OWNED,32652.0,v2143,SMART PHONE,ANDROID,vivo
LOA-BDVKE7QP,227405,22.0,MALE, ,Amethi,Uttar Pradesh,,44969.0,SM-A127F,SMART PHONE,ANDROID,samsung
LOA-NT197L91,560073,25.0,MALE, ,Bengaluru,Karnataka,SELF-OWNED,40722.0,2107113si,SMART PHONE,ANDROID,xiaomi
LOA-BTYTJ4EB,500058,33.0,MALE, ,Almasguda,Telangana,RENTED,30000.0,sm-e236b/ds,SMART PHONE,ANDROID,samsung
LOA-71RBCMYQ,441110,33.0,MALE, ,Nagpur,Maharashtra,,36651.0,CPH2665,SMART PHONE,ANDROID,oppo
LOA-9AU2G9UL,110080,27.0,FEMALE, ,South Delhi,Delhi,SELF-OWNED,20000.0,m2006c3mii,SMART PHONE,ANDROID,xiaomi
LOA-NS5VP7B1,673579,28.0,FEMALE, ,Wayanad,Kerala,,34150.0,,,,
2KAUMCTN,530004,37.0,FEMALE, ,VISAKHAPATNAM,Andhra Pradesh,,24560.0,CPH2455,SMART PHONE,ANDROID,oppo
LOA-6J7BFR6N,700113,27.0,MALE, ,North 24 Parganas,West Bengal,SELF-OWNED,18911.0,SM-M325F/DS,SMART PHONE,ANDROID,samsung
LOA-6J7BFR6N,700113,27.0,MALE, ,North 24 Parganas,West Bengal,SELF-OWNED,18911.0,V2347,SMART PHONE,ANDROID,vivo
LOA-5Q3KL7MQ,523187,42.0,MALE, ,Prakasam,Andhra Pradesh,,112400.0,22071219ai,SMART PHONE,ANDROID,xiaomi
LOA-PJLLVYU9,400601,44.0,FEMALE, ,Thane,Maharashtra,,30566.0,23053RN02I,SMART PHONE,ANDROID,xiaomi
LOA-1GH961ER,400098,30.0,FEMALE, ,Mumbai,Maharashtra,,21150.0,2312draabi,SMART PHONE,ANDROID,xiaomi
LOA-MH5BE46B,685533,28.0,MALE, ,Idukki,Kerala,,32533.5,V2222,SMART PHONE,ANDROID,vivo
LOA-Q83RCC7M,121003,23.0,MALE, ,Faridabad,Haryana,RENTED,30847.5,RMX3521,SMART PHONE,ANDROID,realme
LOA-DKKNEDRS,251314,26.0,MALE, ,Muzaffarnagar,Uttar Pradesh,SELF-OWNED,34450.0,CPH2359,SMART PHONE,ANDROID,oppo
LOA-576BVUDB,495001,26.0,MALE, ,Bilaspur(CGH),Chattisgarh,SELF-OWNED,36317.0,CPH2381,SMART PHONE,ANDROID,oneplus
LOA-9YSA3ZML,244715,40.0,MALE, ,Nainital,Uttarakhand,SELF-OWNED,61820.0,SM-A546E,SMART PHONE,ANDROID,samsung
LOA-5J8GPQUA,848506,27.0,MALE, ,Samastipur,Bihar,,22289.0,,,,
LOA-4JR9D4YP,700034,36.0,MALE, ,Kolkata,West Bengal,,29625.0,,,,
LOA-8A4L8BU8,503302,32.0,MALE, ,Nizamabad,Telangana,,30601.5,,,,
LOA-9K2TPVMY,500005,48.0,MALE, ,Bandlaguda,Telangana,SELF-OWNED,44596.0,v2111,SMART PHONE,ANDROID,vivo
LOA-TJT13ABB,533407,33.0,MALE, ,EASTGODAVARI,Andhra Pradesh,,39977.0,,,,
LOA-755NUN7E,560035,24.0,MALE, ,BENGALURU URBAN,Karnataka,,143580.5,,,,
LOA-UP63CF8M,224001,32.0,MALE, ,Faizabad,Uttar Pradesh,SELF-OWNED,33650.0,1807,SMART PHONE,ANDROID,vivo
LOA-MH2FYNSL,783384,24.0,MALE, ,Bongaigaon,Assam,SELF-OWNED,36087.5,moto g45 5g,SMART PHONE,ANDROID,motorola
LOA-MH2FYNSL,783384,24.0,MALE, ,Bongaigaon,Assam,SELF-OWNED,36087.5,sm-a736b,SMART PHONE,ANDROID,samsung
LOA-PGPG6PVK,785112,47.0,MALE, ,Jorhat,Assam,,25861.0,,,,
LOA-4774XY9J,392220,21.0,MALE, ,Bharuch,Gujarat,,48399.0,sm-a356e,SMART PHONE,ANDROID,samsung
LOA-MM6485PP,562109,30.0,MALE, ,Ramanagar,Karnataka,SELF-OWNED,23633.5,v2202,SMART PHONE,ANDROID,vivo
LOA-TNM2Z76Z,532221,32.0,MALE, ,Sasanam,Andhra Pradesh,SELF-OWNED,91071.0,SM-G970U,SMART PHONE,ANDROID,samsung
LOA-9YZ1JPHB,754109,38.0,MALE, ,Jagatsinghpur,Odisha,RENTED,10600.0,V2111,SMART PHONE,ANDROID,vivo
LOA-UMJMPUSP,781018,40.0,MALE, ,Binovanagar,Assam,SELF-OWNED,9741.5,SM-G610F,SMART PHONE,ANDROID,samsung
LOA-VYKHBDD6,307030,34.0,MALE, ,Jalor,Rajasthan,,30000.0,21091116AI,SMART PHONE,ANDROID,xiaomi
QTC33S9I,828115,22.0,MALE, ,Suranga,Jharkhand,SELF-OWNED,12820.0,RMX3242,SMART PHONE,ANDROID,realme
LOA-EM48Y8HD,754109,28.0,MALE, ,Jagatsinghapur,Odisha,SELF-OWNED,121304.0,RMX3761,SMART PHONE,ANDROID,realme
LOA-DZMKLKK9,424201,26.0,FEMALE, ,Pachora ,Maharashtra,SELF-OWNED,28438.0,CPH2357,SMART PHONE,ANDROID,oppo
LOA-18HP6G52,695143,27.0,MALE, ,TRIVANDRUM,Kerala,,13437.0,RMX3371,SMART PHONE,ANDROID,realme
LOA-3CRLKP2C,307026,26.0,MALE, ,Sirohi,Rajasthan,,37817.5,CPH2381,SMART PHONE,ANDROID,oneplus
1FBDH4CI,391810,45.0,MALE, ,Kareli,Gujarat,SELF-OWNED,70848.0,,,,
LOA-PCKYFVAJ,431001,50.0,MALE, ,Aurangabad,Maharashtra,,135478.5,SM-A336E,SMART PHONE,ANDROID,samsung
2RXLTAB1,110093,23.0,MALE, ,East Delhi,Delhi,SELF-OWNED,7242.0,M2101K6I,SMART PHONE,ANDROID,xiaomi
LOA-J9JK8GSS,110018,32.0,MALE, ,West Delhi,Delhi,,12700.5,,,,
LOA-L1MDK7XL,524366,23.0,MALE, ,Maneguntapadu,Andhra Pradesh,,30599.455,CPH2573,SMART PHONE,ANDROID,oneplus
FRMD4P49,690504,45.0,MALE, ,PALAMEL,Kerala,,23000.0,M2006C3MII,SMART PHONE,ANDROID,xiaomi
LOA-EHXGTZ9L,181201,24.0,MALE, ,JAMMU,Jammu and Kashmir,SELF-OWNED,13000.0,RMX2193,SMART PHONE,ANDROID,realme
J1H278G2,277303,23.0,MALE, ,Ballia,Uttar Pradesh,SELF-OWNED,17000.0,RMX3511,SMART PHONE,ANDROID,realme
LOA-SJKRJCVA,400014,55.0,FEMALE, ,Mumbai,Maharashtra,,15994.0,,,,
LOA-325FCJXU,515001,28.0,MALE, ,Anantapur,Andhra Pradesh,SELF-OWNED,65900.0,,,,
DJTDK3LM,534101,33.0,FEMALE, ,Tadepalligudem,Andhra Pradesh,,13000.0,V2207,SMART PHONE,ANDROID,vivo
LOA-PGG896ML,573162,46.0,FEMALE, ,Hassan,Karnataka,SELF-OWNED,15093.0,,,,
LOA-KAHQDTMG,523281,32.0,MALE, ,Kandukur,Andhra Pradesh,SELF-OWNED,76875.0,2312DRA50I,SMART PHONE,ANDROID,xiaomi
LOA-YEK3QU6T,394221,41.0,, ,Surat,Gujarat,,13711.5,V2029,SMART PHONE,ANDROID,vivo
LOA-G4DKCVJ4,272151,47.0,MALE, ,Basti,Uttar Pradesh,,62160.0,,,,
LOA-TAL6JTBJ,570007,43.0,MALE, ,Mysore,Karnataka,,10500.0,,,,
LOA-P9RMR8UG,628704,27.0,MALE, ,Tuticorin,Tamil Nadu,,16597.5,,,,
FGZFIGZS,247001,40.0,FEMALE, ,Saharanpur,Uttar Pradesh,SELF-OWNED,25000.0,RMX3265,SMART PHONE,ANDROID,realme
LOA-TFLQ7KHY,600020,47.0,MALE, ,Chennai,Tamil Nadu,,14447.5,RMX3491,SMART PHONE,ANDROID,realme
LOA-JAZY8GCJ,415004,40.0,MALE, ,Satara,Maharashtra,,116528.0,,,,
LOA-NPBABG9F,575020,33.0,MALE, ,Dakshina Kannada,Karnataka,,24093.0,,,,
LOA-UK6NJFXA,484555,21.0,MALE, ,Anuppur,Madhya Pradesh,SELF-OWNED,13878.5,SM-A235F,SMART PHONE,ANDROID,samsung
LOA-B13BC4G5,380050,41.0,MALE, ,Ahmedabad,Gujarat,,9670.0,,,,
LOA-J44N982P,202138,26.0,MALE, ,Jarara,Uttar Pradesh,SELF-OWNED,14153.0,RMX3388,SMART PHONE,ANDROID,realme
LOA-EFLLVKB8,758041,29.0,MALE, ,Kendujhar,Odisha,,19334.5,RMX3370,SMART PHONE,ANDROID,realme
HB5M9YDH,421503,25.0,MALE, ,Thane,Maharashtra,,45662.0,22101316I,SMART PHONE,ANDROID,xiaomi
9HYKVE83,395006,42.0,MALE, ,Surat,Gujarat,SELF-OWNED,39569.0,V2022,SMART PHONE,ANDROID,vivo
LOA-3CBZRSB8,177044,23.0,MALE, ,Hamirpur ,Himachal Pradesh,SELF-OWNED,39773.0,SM-E236B/DS,SMART PHONE,ANDROID,samsung
5CX2S2TX,756162,26.0,MALE, ,Bhadrak,Odisha,SELF-OWNED,15243.0,1951,SMART PHONE,ANDROID,vivo
LOA-998AYZQZ,110059,27.0,MALE, ,Delhi ,Delhi,RENTED,29255.0,,,,
LOA-LC7JZP87,584101,31.0,MALE, ,Raichur,Karnataka,SELF-OWNED,59412.0,,,,
LOA-STURF9JJ,400060,34.0,MALE, ,Mumbai,Maharashtra,SELF-OWNED,58447.0,,,,
LOA-CGMRXPTM,635602,29.0,, ,Vellore,Tamil Nadu,,19277.0,CPH2381,SMART PHONE,ANDROID,oneplus
LOA-6QJMRTV2,560057,29.0,FEMALE, ,BANGALORE,Karnataka,SELF-OWNED,16766.5,SM-A037F,SMART PHONE,ANDROID,samsung
VMNACHP6,762016,41.0,MALE, ,Boudh,Odisha,SELF-OWNED,23667.5,CPH2015,SMART PHONE,ANDROID,oppo
LOA-E1RXJE3H,424001,28.0,MALE, ,Dhule,Maharashtra,,12889.0,,,,
LOA-277F77GR,121008,54.0,, ,Faridabad,Haryana,,35719.0,,,,
LOA-VS8UDVLE,571402,33.0,MALE, ,Mandya,Karnataka,SELF-OWNED,28000.0,,,,
HDEV93Z1,532440,28.0,FEMALE, ,Srikakulam,Andhra Pradesh,,39250.0,M2101K7BI,SMART PHONE,ANDROID,xiaomi
LOA-U54B1YQS,160023,29.0,MALE, ,Chandigarh,Chandigarh,,15960.0,,,,
LOA-2V6BD5TH,413205,30.0,MALE, ,Ahmed Nagar,Maharashtra,SELF-OWNED,40000.0,Note 7 Pro,SMART PHONE,ANDROID,xiaomi
LOA-VT6DPZDD,560099,23.0,MALE, ,BENGALURU URBAN,Karnataka,SELF-OWNED,13607.0,CPH2293,SMART PHONE,ANDROID,oppo
LOA-5NHUPLY6,560040,25.0,MALE, ,Bangalore,Karnataka,,29053.0,SM-A336E,SMART PHONE,ANDROID,samsung
D3G5GCJK,401107,23.0,FEMALE, ,Thane,Maharashtra,,90000.0,,,,
LOA-ZFYJSGUZ,509334,28.0,MALE, ,Mahabub Nagar,Telangana,SELF-OWNED,19467.5,Note 8 Pro,SMART PHONE,ANDROID,xiaomi
LOA-834XBDK1,431721,28.0,MALE, ,Nanded,Maharashtra,SELF-OWNED,42975.0,,,ANDROID,xiaomi
N3KK925B,416404,30.0,MALE, ,Sangli,Maharashtra,SELF-OWNED,16524.0,,,,
LOA-2SVEGPS8,755026,22.0,MALE, ,Jajapur,Odisha,,14404.5,,,,
LOA-Q48DULBQ,247663,29.0,MALE, ,Gordhanpur,Uttarakhand,SELF-OWNED,30720.5,SM-A336E,SMART PHONE,ANDROID,samsung
LOA-QQ3LLJ5A,123001,27.0,MALE, ,Mahendragarh,Haryana,,17020.0,CPH2083,SMART PHONE,ANDROID,oppo
LOA-8MC5T3ZV,636303,26.0,MALE, ,Salem,Tamil Nadu,,15649.0,RMX2193,SMART PHONE,ANDROID,realme
59LNMB96,641654,29.0,MALE, ,Avanashi,Tamil Nadu,SELF-OWNED,17501.0,SM-S911B,SMART PHONE,ANDROID,samsung
PTZPRZCZ,602106,26.0,MALE, ,Kancheepuram,Tamil Nadu,,15816.0,V2058,SMART PHONE,ANDROID,vivo
LOA-UTZ5R5P7,620003,53.0,MALE, ,TIRUCHIRAPALLY,Tamil Nadu,,35790.0,V2312,SMART PHONE,ANDROID,vivo
LOA-6N4VBJNL,251002,42.0,MALE, ,Muzaffarnagar,Uttar Pradesh,,32239.0,,,,
LOA-47FAKK5P,341503,30.0,MALE, ,Nagaur,Rajasthan,SELF-OWNED,24715.5,SM-E546B/DS,SMART PHONE,ANDROID,samsung
U84N2RUX,110044,41.0,FEMALE, ,South ,Delhi,RENTED,17090.5,V2225,SMART PHONE,ANDROID,vivo
LOA-KXHJFT6A,600017,35.0,MALE, ,Chennai,Tamil Nadu,SELF-OWNED,128244.5,CPH2521,SMART PHONE,ANDROID,oppo
LOA-FFDXGMBK,160102,32.0,MALE, ,Chandigarh,Chandigarh,,15043.5,,,,
LOA-PSA2HL53,412201,28.0,MALE, ,Pune,Maharashtra,,22288.5,,,,
LOA-XBDX2GM8,401209,27.0,MALE, ,Palghar,Maharashtra,,26200.0,,,,
LOA-KPHQVEHV,415014,30.0,MALE, ,SATARA,Maharashtra,,24260.0,,,,
LOA-Z82L71YS,690505,28.0,MALE, ,Alappuzha,Kerala,SELF-OWNED,24547.5,Edge 40,SMART PHONE,ANDROID,motorola
LOA-LZZ78C77,201010,26.0,MALE, ,I.E.Sahibabad,Uttar Pradesh,SELF-OWNED,190871.5,SM-S928B,SMART PHONE,ANDROID,samsung
LOA-8R83BMNE,585236,32.0,MALE, ,Kalaburagi,Karnataka,RENTED,28376.5,,,,
LOA-3KKTVQ7L,500058,41.0,MALE, ,Hyderabad,Telangana,SELF-OWNED,26770.0,A063,SMART PHONE,ANDROID,others
LOA-DKRZTHVJ,251315,27.0,, ,Muzaffarnagar,Uttar Pradesh,,15091.5,,,,
LOA-TAC2DTRK,110014,37.0,MALE, ,South Delhi,Delhi,RENTED,50000.0,RMX3471,SMART PHONE,ANDROID,realme
1UJVJQND,244241,38.0,MALE, ,Jyotiba Phule Nagar,Uttar Pradesh,,70987.5,M2101K6I,SMART PHONE,ANDROID,xiaomi
LOA-JM7R1KEE,742189,27.0,MALE, ,Murshidabad,West Bengal,SELF-OWNED,23148.0,Edge 40,SMART PHONE,ANDROID,motorola
LOA-SSFUTRVQ,110093,44.0,MALE, ,North East,Delhi,,36416.5,,,,
LOA-QRJG5S8D,384002,25.0,MALE, ,Mahesana,Gujarat,,29125.0,CPH2487,SMART PHONE,ANDROID,oneplus
LOA-HVQZQVML,517123,36.0,MALE, ,Chittoor,Andhra Pradesh,,13228.5,V2037,SMART PHONE,ANDROID,vivo
LOA-7GTPBS33,522616,26.0,MALE, ,Guntur,Andhra Pradesh,SELF-OWNED,17456.0,RMX2117,SMART PHONE,ANDROID,realme
LOA-YL39KM99,364001,47.0,FEMALE, ,Bhavnagar,Gujarat,,20397.0,I2301,SMART PHONE,ANDROID,vivo
LOA-AY2SHCL7,802221,30.0,, ,Rohtas,Bihar,,12597.0,SM-A236E,SMART PHONE,ANDROID,samsung
LOA-VYPTVXN1,400603,43.0,MALE, ,Thane,Maharashtra,SELF-OWNED,31000.0,,,,
LOA-EZVA8VQE,390021,32.0,MALE, ,Vadodara,Gujarat,,18684.0,,,,
LOA-M5VSBU94,400060,52.0,MALE, ,MUMBA,Maharashtra,SELF-OWNED,33000.0,,,,
LOA-2MZT3UVZ,679536,37.0,FEMALE, ,Palakkad,Kerala,,13503.0,21091116I,SMART PHONE,ANDROID,xiaomi
LOA-S23QXVC8,201001,30.0,MALE, ,Ghaziabad,Uttar Pradesh,,27000.0,,,,
LOA-5C9F2CJR,636351,26.0,MALE, ,Salem,Tamil Nadu,SELF-OWNED,34929.5,Redmi Note 8,SMART PHONE,ANDROID,xiaomi
3T48EBZY,396050,29.0,MALE, ,Valsad,Gujarat,SELF-OWNED,10557.0,V2253,SMART PHONE,ANDROID,vivo
LOA-TTH74QCS,670581,25.0,MALE, ,Kannur,Kerala,,29733.0,SM-G781B,SMART PHONE,ANDROID,samsung
LOA-FF691HA2,636808,33.0,MALE, ,Palacode,Tamil Nadu,,143841.0,CPH2467,SMART PHONE,ANDROID,oneplus
LOA-TASL25QX,421306,22.0,MALE, ,Thane,Maharashtra,,24994.0,SM-E346B/DS,SMART PHONE,ANDROID,samsung
LOA-GB7XEAG1,764071,42.0,MALE, ,Nabarangapur,Odisha,,25605.27,RMX2030,SMART PHONE,ANDROID,realme
LOA-T4RN651F,245408,31.0,MALE, ,Bulandshahr,Uttar Pradesh,,41915.5,CPH2219,SMART PHONE,ANDROID,oppo
LOA-C1KFVGVT,624702,44.0,MALE, ,Dindigul,Tamil Nadu,SELF-OWNED,45490.0,M2006C3LI,SMART PHONE,ANDROID,xiaomi
LOA-5Q55NSQ3,534447,37.0,FEMALE, ,JANGAREDDIGUDEM,Andhra Pradesh,,16991.0,,,,
LOA-FCEGSCX4,400087,43.0,MALE, ,Mumbai,Maharashtra,SELF-OWNED,16335.0,RMX3085,SMART PHONE,ANDROID,realme
LOA-B7YD1VPB,722203,27.0,MALE, ,BANKURA,West Bengal,,14500.0,,,,
LOA-98XZRE7S,581106,34.0,MALE, ,Haveri,Karnataka,SELF-OWNED,19688.8,2201116SI,SMART PHONE,ANDROID,xiaomi
P65TBYXJ,581352,23.0,MALE, ,Karwar,Karnataka,SELF-OWNED,16465.0,V2230,SMART PHONE,ANDROID,vivo
EZ5AI5CJ,756001,23.0,FEMALE, ,Baleswar,Odisha,SELF-OWNED,13500.0,Note 7S,SMART PHONE,ANDROID,xiaomi
LOA-JLHYCCNC,636305,22.0,MALE, ,Tumbipadi,Tamil Nadu,,13005.0,V2250,SMART PHONE,ANDROID,vivo
LOA-JA337AEE,636701,26.0,MALE, ,Dharmapuri,Tamil Nadu,,31450.0,CPH2487,SMART PHONE,ANDROID,oneplus
LOA-4Y36M6NP,524309,23.0,MALE, ,NELLORE,Andhra Pradesh,,15023.5,,,,
LOA-6Q9DATYT,273301,28.0,MALE, ,Maharajganj,Uttar Pradesh,,22000.0,SM-A226B,SMART PHONE,ANDROID,samsung
LOA-68HLZZUA,410221,26.0,MALE, ,Raigarh,Maharashtra,,20449.5,Moto G32,SMART PHONE,ANDROID,motorola
LOA-C35EFKXR,600041,22.0,MALE, ,Chennai,Tamil Nadu,,15719.0,RMX3771,SMART PHONE,ANDROID,realme
LOA-VKASNEKN,500015,50.0,MALE, ,Secundrabad,Telangana,,35000.0,SM-A146P/N,SMART PHONE,ANDROID,samsung
LOA-9RJP569A,507122,29.0,MALE, ,Khammam,Telangana,SELF-OWNED,71600.0,RMX3471,SMART PHONE,ANDROID,realme
LOA-V48ELP94,562105,26.0,FEMALE, ,Chikkaballapur,Karnataka,SELF-OWNED,24646.0,RMX3085,SMART PHONE,ANDROID,realme
RPCRUYIT,110044,22.0,MALE, ,South Delhi,Delhi,,16066.0,,,,
LOA-D83JY5ZC,110043,24.0,FEMALE, ,South West Delhi,Delhi,SELF-OWNED,47822.5,V2207,SMART PHONE,ANDROID,vivo
LOA-TX7XX23J,212652,28.0,MALE, ,Fateh Pur,Uttar Pradesh,,16932.0,V2231,SMART PHONE,ANDROID,vivo
LOA-56VJPPNL,500039,44.0,, ,Rangareddi,Telangana,,101179.5,SM-M315F,SMART PHONE,ANDROID,samsung
LOA-1DZ7R7ZU,388270,36.0,MALE, ,Panch Mahals,Gujarat,RENTED,30242.0,,,,
LOA-DGJGJ3V9,493331,32.0,MALE, ,Baloda Bazar,Chattisgarh,,72813.0,Pixel 4a,SMART PHONE,ANDROID,google
LOA-8EFCVYFR,638057,32.0,FEMALE, ,perundurai,Tamil Nadu,SELF-OWNED,104327.0,SM-A105F,SMART PHONE,ANDROID,samsung
LOA-8EFCVYFR,638057,32.0,FEMALE, ,perundurai,Tamil Nadu,SELF-OWNED,104327.0,Redmi Note 5,SMART PHONE,ANDROID,xiaomi
LOA-RHLKF1C6,441614,48.0,MALE, ,India,Maharashtra,,84092.0,V2142,SMART PHONE,ANDROID,vivo
LOA-Q8V37XZQ,508001,27.0,, ,Nalgonda,Telangana,,23924.0,RMX3381,SMART PHONE,ANDROID,realme
LOA-EALJ84JP,691309,25.0,MALE, ,Kollam,Kerala,,13518.0,M2007J20CI,SMART PHONE,ANDROID,xiaomi
LOA-BEZY9VQC,385001,24.0,, ,Banaskantha,Gujarat,,12137.0,,,,
LOA-Q7D12G85,503120,24.0,MALE, ,Nizamabad,Telangana,SELF-OWNED,27001.0,M2007J20CI,SMART PHONE,ANDROID,xiaomi
LOA-DMKSJGZ3,523272,27.0,MALE, ,Prakasam,Andhra Pradesh,,22721.0,2201117TI,SMART PHONE,ANDROID,xiaomi
LOA-1SZF5K9C,143001,28.0,MALE, ,Amritsar ,Punjab,SELF-OWNED,33712.5,CPH1945,SMART PHONE,ANDROID,oppo
LOA-85H7GZ8Y,799204,29.0,MALE, ,Dhalai  *,Tripura,,24731.0,,,,
LOA-SKPYHP63,302034,29.0,MALE, ,JAIPUR,Rajasthan,,42000.0,RMX2156,SMART PHONE,ANDROID,realme
LOA-55UBXKV3,831004,21.0,MALE, ,Purbi Singhbhum,Jharkhand,,120000.0,V2143,SMART PHONE,ANDROID,vivo
LOA-9XCHVU84,682558,34.0,MALE, ,LAKSHDWEEP,Lakshadweep,SELF-OWNED,35683.5,V2168,SMART PHONE,ANDROID,vivo
HHYPY3D8,600069,25.0,MALE, ,Kanchipuram,Tamil Nadu,,28000.0,V2307,SMART PHONE,ANDROID,vivo
LOA-4FRHF54G,610001,37.0,MALE, ,Thiruvarur,Tamil Nadu,,32792.0,M2010J19CI,SMART PHONE,ANDROID,xiaomi
LOA-T2HCKKSG,636015,44.0,MALE, ,Salem,Tamil Nadu,,38528.5,CPH2473,SMART PHONE,ANDROID,oppo
LOA-DDY15S6T,821115,38.0,MALE, ,SasarM,Bihar,SELF-OWNED,27461.86,SM-A037F,SMART PHONE,ANDROID,samsung
LOA-EF2MLX1X,445204,37.0,MALE, ,Yavatmal,Maharashtra,,14532.5,RMX3710,SMART PHONE,ANDROID,realme
LOA-92HEHV1N,495220,32.0,, ,Bilaspur,Chattisgarh,,59658.5,CPH2127,SMART PHONE,ANDROID,oppo
LOA-TUHGNLE7,121102,33.0,MALE, ,Palwal,Haryana,,53195.0,SM-A135F,SMART PHONE,ANDROID,samsung
LOA-TRUQ85QL,411011,45.0,MALE, ,PUNE,Maharashtra,,13090.0,,,,
LOA-QZFYJMB3,493114,46.0,MALE, ,Raipur,Chattisgarh,,12844.5,CPH2471,SMART PHONE,ANDROID,oppo
LOA-NZ4Y9ZF8,110081,30.0,MALE, ,North West Delhi,Delhi,SELF-OWNED,16821.0,,,,
LOA-ANEMC176,302019,21.0,MALE, ,Jaipur,Rajasthan,,19423.5,SM-G990E,SMART PHONE,ANDROID,samsung
LOA-1KM5S4TH,400082,23.0,FEMALE, ,Mumbai( Sub Urban ),Maharashtra,,24400.0,V2222,SMART PHONE,ANDROID,vivo
LOA-CR2J8MTE,811211,43.0,MALE, ,Munger,Bihar,SELF-OWNED,76183.5,RMX3686,SMART PHONE,ANDROID,realme
LOA-CR2J8MTE,811211,43.0,MALE, ,Munger,Bihar,SELF-OWNED,76183.5,SM-A217F,SMART PHONE,ANDROID,samsung
LOA-X798MKVQ,752119,35.0,MALE, ,PURI,Odisha,,17169.0,,,,
LOA-TFYAH89E,110092,34.0,MALE, ,New Delhi,Delhi,RENTED,100400.5,CPH2357,SMART PHONE,ANDROID,oppo
LOA-5XK1GT7K,623527,27.0,MALE, ,Ramanathapuram,Tamil Nadu,SELF-OWNED,23809.0,,,,
LOA-VUV7LHRF,613101,36.0,MALE, ,Thanjavur,Tamil Nadu,,11846.0,CPH2525,SMART PHONE,ANDROID,oppo
LOA-RU9Y3YGH,632202,33.0,MALE, ,Vellore,Tamil Nadu,,24508.5,CPH1937,SMART PHONE,ANDROID,oppo
LOA-YQ25Y22B,572118,28.0,MALE, ,TUMKUR,Karnataka,,42667.5,V2318,SMART PHONE,ANDROID,vivo
FHAIAF2D,360002,23.0,MALE, ,Rajkot,Gujarat,,20000.0,M2101K7BI,SMART PHONE,ANDROID,xiaomi
LOA-145491D7,380055,22.0,MALE, ,Ahmedabad,Gujarat,,19770.0,,,,
L5KG5TAE,142038,31.0,MALE, ,Morgantown,Punjab,,23000.0,,,,
LOA-LSJ39Y6G,786155,46.0,, ,Tinsukia,Assam,,16295.5,1724,SMART PHONE,ANDROID,vivo
LOA-EKGH5G77,402109,24.0,FEMALE, ,Raigarh,Maharashtra,,67145.5,CPH2525,SMART PHONE,ANDROID,oppo
LOA-77R13YUN,441902,25.0,FEMALE, ,Gondia,Maharashtra,SELF-OWNED,15582.0,V2228,SMART PHONE,ANDROID,vivo
LOA-J9L2GMSY,400068,38.0,MALE, ,Mumbai Suburban,Maharashtra,RENTED,121487.5,CPH2119,SMART PHONE,ANDROID,oppo
LOA-J9L2GMSY,400068,38.0,MALE, ,Mumbai Suburban,Maharashtra,RENTED,121487.5,CPH2119,SMART PHONE,ANDROID,oppo
LOA-K5MQN5LN,445323,30.0,MALE, ,Yavatmal,Maharashtra,,20669.0,,,,
LOA-CUDBZNYJ,641302,21.0,MALE, ,COIMBATORE,Tamil Nadu,,16444.5,SM-A156E/DSN,SMART PHONE,ANDROID,samsung
LOA-4SU8MAA3,411046,21.0,MALE, ,Pune,Maharashtra,,16600.0,,,,
LOA-AER3B9D9,841437,33.0,MALE, ,XX,Bihar,,24864.5,,,,
LOA-GEBTJ6QQ,700034,43.0,MALE, ,Kolkata,West Bengal,,14807.5,23076PC4BI,SMART PHONE,ANDROID,xiaomi
