pincode,district,latitude,longitude
686582,KOTTAYAM,11.7225,75.6035
686583,KOTTAYAM,9.667988,76.610473
686584,KOTTAYAM,9.692483,76.639399
686585,KOTTAYAM,9.618451,76.708933
686586,KOTTAYAM,9.7453263,76.7835217
686587,KOTTAYAM,15.5934,76.3741
686601,KOTTAYAM,9.68566,76.505556
686602,KOTTAYAM,15.5934,76.5047
686603,KOTTAYAM,9.7499,76.4428
686604,KOTTAYAM,15.5934,76.5
686605,KOTTAYAM,9.779,76.4503
686606,KOTTAYAM,15.5934,76.4065
686607,KOTTAYAM,9.709735,76.418129
686608,KOTTAYAM,9.8128,76.3909
686609,KOTTAYAM,9.832752,76.454825
686610,KOTTAYAM,9.826994,76.502025
686611,KOTTAYAM,9.7207056,76.4766814
686612,KOTTAYAM,15.5934,76.5351
686613,KOTTAYAM,9.8204,76.5351
686616,KOTTAYAM,9.831784,76.468777
686630,KOTTAYAM,9.646231,76.548739
686631,KOTTAYAM,15.5934,76.5592
686632,KOTTAYAM,9.669,76.5592
686633,KOTTAYAM,9.669,76.5592
686634,KOTTAYAM,9.7889984,76.6102158
686635,KOTTAYAM,15.5934,76.5592
686636,KOTTAYAM,15.5934,76.5592
686637,KOTTAYAM,9.644384,76.565606
686651,KOTTAYAM,15.5934,76.5351
686652,KOTTAYAM,9.763697,76.755459
686653,KOTTAYAM,9.7771697,76.7026957
686661,ERNAKULAM,9.980139,76.580462
686662,ERNAKULAM,9.869099,76.552406
686663,ERNAKULAM,9.926672,76.483614
686664,ERNAKULAM,9.894222,76.485063
686665,ERNAKULAM,9.831685,76.569722
686666,ERNAKULAM,10.055584,76.617727
686667,ERNAKULAM,9.903658,76.517232
686668,ERNAKULAM,9.98629,76.706226
686669,ERNAKULAM,10.001245,76.567206
686670,ERNAKULAM,9.923837,76.673676
686671,ERNAKULAM,10.028688,76.688459
686672,ERNAKULAM,9.931462,76.599138
686673,ERNAKULAM,9.998246,76.625221
686681,ERNAKULAM,10.165993,76.755761
686691,ERNAKULAM,10.043592,76.585191
686692,ERNAKULAM,10.117399,76.58989
686693,ERNAKULAM,10.020656,76.843446
688001,ALAPPUZHA,9.4995,76.3381944
688002,ALAPPUZHA,9.495,76.331
688003,ALAPPUZHA,9.4602,76.33219
688004,ALAPPUZHA,9.4193056,76.3353056
688005,ALAPPUZHA,9.39533,76.36011
688006,ALAPPUZHA,9.59677,76.39845
688007,ALAPPUZHA,9.5138889,76.3243333
688008,ALAPPUZHA,9.52954,76.31307
688009,ALAPPUZHA,9.44218,76.37869
688011,ALAPPUZHA,11.292189,75.764685
688013,ALAPPUZHA,9.5046389,76.3376667
688014,ALAPPUZHA,9.4571944,76.3346389
688051,NAN,9.496734,76.336001
688501,ALAPPUZHA,9.47801,76.38254
688502,ALAPPUZHA,9.44961,76.4128
688503,ALAPPUZHA,9.44358,76.40418
688504,ALAPPUZHA,9.46352,76.44353
688505,ALAPPUZHA,9.41095,76.41025
688506,ALAPPUZHA,9.475,76.47438
688521,ALAPPUZHA,9.5381389,76.3322778
688522,ALAPPUZHA,9.57037,76.31567
688523,ALAPPUZHA,9.599,76.312
688524,ALAPPUZHA,9.684,76.3410833
688525,ALAPPUZHA,9.60499,76.35916
688526,ALAPPUZHA,9.79632,76.33814
688527,ALAPPUZHA,9.68145,76.37454
688528,ALAPPUZHA,9.7744167,76.3389167
688529,ALAPPUZHA,9.70413,76.30916
688530,ALAPPUZHA,9.687,76.299
688531,ALAPPUZHA,9.73758,76.31919
688532,ALAPPUZHA,9.764,76.307
688533,ALAPPUZHA,9.78508,76.30272
688534,ALAPPUZHA,9.4995,76.33819
688535,ALAPPUZHA,9.87275,76.32372
688536,ALAPPUZHA,9.7239722,76.3398611
688537,ALAPPUZHA,9.841,76.309
688538,ALAPPUZHA,9.543,76.349
688539,ALAPPUZHA,9.653,76.312
688540,ALAPPUZHA,9.771,76.302
688541,ALAPPUZHA,9.744,76.364
688555,ALAPPUZHA,9.6488056,76.3693611
688561,ALAPPUZHA,9.383,76.369
688562,ALAPPUZHA,9.36334,76.42485
688563,ALAPPUZHA,9.31481,76.390315
688570,ALAPPUZHA,9.8355,76.3515
688582,ALAPPUZHA,9.629,76.315
689101,PATHANAMTHITTA,9.3,76.56
689102,PATHANAMTHITTA,9.91,76.9
689103,PATHANAMTHITTA,9.457859,76.621872
689104,PATHANAMTHITTA,,
689105,PATHANAMTHITTA,9.383377,76.596473
689106,PATHANAMTHITTA,,
689107,PATHANAMTHITTA,9.410206,76.557493
689108,PATHANAMTHITTA,9.49,76.36
689109,ALAPPUZHA,9.56,76.46
689110,PATHANAMTHITTA,9.51,76.38
689111,PATHANAMTHITTA,9.39,76.57
689112,PATHANAMTHITTA,9.383091,76.535412
689113,PATHANAMTHITTA,9.392006,76.551851
689115,PATHANAMTHITTA,9.43,76.8
689121,ALAPPUZHA,9.38,76.81
689122,PATHANAMTHITTA,9.316116,76.649935
689123,ALAPPUZHA,9.32088,76.632607
689124,ALAPPUZHA,,
689126,ALAPPUZHA,9.284884,76.612388
689501,PATHANAMTHITTA,9.2,76.71
689502,PATHANAMTHITTA,9.31,76.71
689503,PATHANAMTHITTA,9.23,76.73
689504,ALAPPUZHA,9.276185,76.655661
689505,ALAPPUZHA,9.300817,76.634081
689506,ALAPPUZHA,9.326921,76.57772
689507,PATHANAMTHITTA,9.7,76.7
689508,ALAPPUZHA,9.2689427,76.6120036
689509,ALAPPUZHA,9.24872,76.615172
689510,ALAPPUZHA,9.307401,76.563273
689511,ALAPPUZHA,9.277268,76.584358
689512,ALAPPUZHA,9.192512,76.671645
689513,PATHANAMTHITTA,9.1,76.54
689514,PATHANAMTHITTA,9.2948333,76.6891944
689515,PATHANAMTHITTA,9.202668,76.676182
689520,ALAPPUZHA,9.285994,76.608285
689521,ALAPPUZHA,9.259814,76.635947
689531,PATHANAMTHITTA,9.353642,76.656432
689532,PATHANAMTHITTA,9.324452,76.67674
689533,PATHANAMTHITTA,9.326496,76.68399
689541,PATHANAMTHITTA,,
689542,PATHANAMTHITTA,9.368605,76.639827
689543,PATHANAMTHITTA,9.407727,76.640882
689544,PATHANAMTHITTA,9.4147,76.683461
689545,PATHANAMTHITTA,9.383396,76.707677
689546,PATHANAMTHITTA,9.350371,76.623942
689547,PATHANAMTHITTA,9.3631667,76.6551111
689548,PATHANAMTHITTA,9.3556944,76.6731944
689549,PATHANAMTHITTA,9.350504,76.694732
689550,PATHANAMTHITTA,9.361472,76.701904
689551,PATHANAMTHITTA,9.358918,76.614879
689571,ALAPPUZHA,,
689572,ALAPPUZHA,9.357958,76.485949
689573,ALAPPUZHA,,
689574,ALAPPUZHA,9.18,76.89
689581,PATHANAMTHITTA,9.4335556,76.6095833
689582,PATHANAMTHITTA,,
689583,PATHANAMTHITTA,,
689584,PATHANAMTHITTA,9.44,76.65
689585,PATHANAMTHITTA,9.4395,76.6569444
689586,PATHANAMTHITTA,9.416323,76.730254
689587,PATHANAMTHITTA,9.440429,76.685626
689588,PATHANAMTHITTA,10.585493,79.123806
689589,PATHANAMTHITTA,9.79,76.5
689590,ALAPPUZHA,,
689591,PATHANAMTHITTA,9.66,76.93
689592,PATHANAMTHITTA,9.37,76.56
689594,PATHANAMTHITTA,9.44,76.63
689595,ALAPPUZHA,,
689597,PATHANAMTHITTA,9.94,76.26
689602,PATHANAMTHITTA,9.37,76.56
689611,PATHANAMTHITTA,,
689612,PATHANAMTHITTA,9.362243,76.729734
689613,PATHANAMTHITTA,,
689614,PATHANAMTHITTA,9.35874,76.759983
689615,PATHANAMTHITTA,9.419134,76.755294
689621,PATHANAMTHITTA,10.138329,76.438955
689622,ALAPPUZHA,9.322662,76.516328
689623,ALAPPUZHA,9.300686,76.541159
689624,ALAPPUZHA,9.277269,76.56116
689625,PATHANAMTHITTA,9.24,76.71
689626,PATHANAMTHITTA,9.33,76.36
689627,ALAPPUZHA,9.323881,76.49583
689641,PATHANAMTHITTA,9.33,76.72
689642,PATHANAMTHITTA,9.75,76.46
689643,PATHANAMTHITTA,9.29,76.74
689644,PATHANAMTHITTA,9.61,76.83
689645,PATHANAMTHITTA,9.2642778,76.78725
689646,PATHANAMTHITTA,9.24,76.82
689647,PATHANAMTHITTA,9.24,76.74
689648,PATHANAMTHITTA,9.21,76.78
689649,PATHANAMTHITTA,9.29,76.78
689650,PATHANAMTHITTA,9.34,76.75
689652,PATHANAMTHITTA,9,76.91
689653,PATHANAMTHITTA,9.27,76.84
689654,PATHANAMTHITTA,9.13,76.87
689656,PATHANAMTHITTA,9.2,76.84
689661,PATHANAMTHITTA,9.58,76.74
689662,PATHANAMTHITTA,9.32,76.85
689663,PATHANAMTHITTA,9.33,76.91
689664,PATHANAMTHITTA,9.31,76.83
689666,PATHANAMTHITTA,9.286666,76.8229099
689667,PATHANAMTHITTA,9.45,76.7
689668,PATHANAMTHITTA,9.3,76.77
689671,PATHANAMTHITTA,9.29,76.81
689672,PATHANAMTHITTA,9.35,76.77
689673,PATHANAMTHITTA,9.38,76.79
689674,PATHANAMTHITTA,9.39,76.76
689675,PATHANAMTHITTA,9.43,76.79
689676,PATHANAMTHITTA,9.68,76.19
689677,PATHANAMTHITTA,9.4074941,76.7960843
689678,PATHANAMTHITTA,9.31,76.79
689691,PATHANAMTHITTA,9.22,76.86
689692,PATHANAMTHITTA,9.25,76.9
689693,PATHANAMTHITTA,9.16,76.84
689694,KOLLAM,9.12,76.89
689695,KOLLAM,9.1,76.82
689696,KOLLAM,9.05,76.89
689698,PATHANAMTHITTA,9.19,76.87
689699,PATHANAMTHITTA,9.25,76.96
689711,PATHANAMTHITTA,9.36,76.84
690101,ALAPPUZHA,9.229223,76.537157
690102,ALAPPUZHA,9.256426,76.55325
690103,ALAPPUZHA,9.256483,76.533313
690104,ALAPPUZHA,9.263311,76.531296
690105,ALAPPUZHA,9.280791,76.52567
690106,ALAPPUZHA,9.219383,76.503929
690107,ALAPPUZHA,9.205415,76.564845
690108,ALAPPUZHA,9.24572,76.54075
690110,ALAPPUZHA,9.22924,76.577884
690112,ALAPPUZHA,9.2315542,76.636194
690501,ALAPPUZHA,9.130205,76.556595
690502,ALAPPUZHA,9.175452,76.504582
690503,ALAPPUZHA,9.191575,76.562583
690504,ALAPPUZHA,9.166241,76.666336
690505,ALAPPUZHA,9.15609,76.606628
690506,ALAPPUZHA,9.212466,76.462262
690507,ALAPPUZHA,9.234306,76.472767
690508,ALAPPUZHA,9.2127894,76.4779735
690509,ALAPPUZHA,9.243504,76.585577
690510,ALAPPUZHA,9.19258,76.534287
690511,ALAPPUZHA,9.2553327,76.477657
690512,ALAPPUZHA,9.272393,76.48059
690513,ALAPPUZHA,9.2561629,76.4669728
690514,ALAPPUZHA,9.283259,76.458321
690515,ALAPPUZHA,9.221807,76.427269
690516,ALAPPUZHA,9.272369,76.432678
690517,ALAPPUZHA,9.314045,76.429624
690518,KOLLAM,9.06,76.54
690519,KOLLAM,9.05,76.56
690520,KOLLAM,9.42,76.42
690521,KOLLAM,9.02,76.61
690522,PATHANAMTHITTA,9.12,76.66
690523,KOLLAM,9.09,76.54
690524,KOLLAM,9.72,76.64
690525,KOLLAM,9.1,76.5
690526,KOLLAM,9.13,76.51
690527,ALAPPUZHA,9.166076,76.49439
690528,KOLLAM,9.1,76.52
690529,ALAPPUZHA,9.194345,76.63678
690530,ALAPPUZHA,9.144014,76.632083
690531,ALAPPUZHA,9.186598,76.451887
690532,ALAPPUZHA,9.246754,76.452113
690533,ALAPPUZHA,9.150287,76.512626
690534,ALAPPUZHA,9.211883,76.606795
690535,ALAPPUZHA,9.194229,76.437099
690536,KOLLAM,9.04,76.55
690537,ALAPPUZHA,9.177328,76.530874
690538,KOLLAM,9.01,76.59
690539,KOLLAM,9.051852,76.332077
690540,KOLLAM,9.04,76.67
690542,KOLLAM,9.08,76.5
690544,KOLLAM,9.09,76.53
690546,KOLLAM,9.09,76.49
690547,KOLLAM,9.11,76.48
690548,ALAPPUZHA,9.288991,76.408591
690558,ALAPPUZHA,9.225725,76.612973
690559,ALAPPUZHA,9.192272,76.51963
690561,KOLLAM,9.12,76.61
690571,ALAPPUZHA,9.174527,76.623694
690572,ALAPPUZHA,9.193324,76.50003
690573,KOLLAM,9.03,76.52
690574,KOLLAM,9.12,76.6
691001,KOLLAM,8.89,76.59
691002,KOLLAM,8.89,76.59
691003,KOLLAM,8.91,76.56
691004,KOLLAM,8.9,76.61
691005,KOLLAM,8.91,76.65
691006,KOLLAM,8.87,76.59
691007,KOLLAM,8.88,76.57
691008,KOLLAM,8.89,76.6
691009,KOLLAM,8.89,76.58
691010,KOLLAM,8.88,76.62
691011,KOLLAM,8.86,76.63
691012,KOLLAM,8.9,76.57
691013,KOLLAM,8.89,76.58
691014,KOLLAM,8.93,76.64
691015,KOLLAM,8.89,76.62
691016,KOLLAM,8.86,76.61
691019,KOLLAM,8.9,76.61
691020,KOLLAM,8.85,76.64
691021,KOLLAM,8.87,76.61
691051,NAN,8.8870219,76.5900396
691301,KOLLAM,8.81,76.67
691302,KOLLAM,8.8,76.69
691303,KOLLAM,8.83,76.66
691304,KOLLAM,8.85,76.66
691305,KOLLAM,9.0144444,76.9284722
691306,KOLLAM,8.92,76.89
691307,KOLLAM,9,77
691308,KOLLAM,8.96,77.07
691309,KOLLAM,9.03,77.1
691310,KOLLAM,8.87,77.04
691311,KOLLAM,8.87,76.98
691312,KOLLAM,8.95,76.96
691319,KOLLAM,8.79,76.67
691322,KOLLAM,9,76.9
691331,KOLLAM,9.01,76.94
691332,KOLLAM,9.04,76.88
691333,KOLLAM,8.98,76.92
691334,KOLLAM,8.83,76.7
691500,KOLLAM,9.01,76.61
691501,KOLLAM,8.98,76.7
691502,KOLLAM,9.02,76.65
691503,KOLLAM,8.99,76.68
691504,KOLLAM,8.94,76.68
691505,KOLLAM,9,76.74
691506,KOLLAM,9,76.77
691507,KOLLAM,9.05,76.7
691508,KOLLAM,9.06,76.86
691509,KOLLAM,8.94,76.72
691510,KOLLAM,8.88,76.75
691511,KOLLAM,8.95,76.65
691512,KOLLAM,8.95,76.77
691515,KOLLAM,8.93,76.71
691516,KOLLAM,8.86,76.82
691520,KOLLAM,8.93,76.82
691521,KOLLAM,9.08,76.74
691522,KOLLAM,9.88,76.65
691523,PATHANAMTHITTA,9.1568056,76.7304167
691524,PATHANAMTHITTA,9.11,76.83
691525,PATHANAMTHITTA,9.2,76.75
691526,PATHANAMTHITTA,9.0890461,76.7545082
691527,KOLLAM,8.97,76.78
691530,PATHANAMTHITTA,9.2642778,76.78725
691531,KOLLAM,8.99,76.8
691532,KOLLAM,8.95,76.86
691533,KOLLAM,8.9,76.81
691534,KOLLAM,8.86,76.84
691535,KOLLAM,8.83,76.86
691536,KOLLAM,8.84,76.9
691537,KOLLAM,8.88,76.77
691538,KOLLAM,8.98,76.87
691540,KOLLAM,8.95,76.64
691541,KOLLAM,8.8,77.01
691543,KOLLAM,9.01,76.69
691551,PATHANAMTHITTA,9.12,76.73
691552,PATHANAMTHITTA,9.1,76.66
691553,KOLLAM,9.07,76.69
691554,PATHANAMTHITTA,9.12,76.76
691555,PATHANAMTHITTA,9.19,76.79
691556,PATHANAMTHITTA,9.13,76.79
691557,KOLLAM,9.02,76.832
691559,KOLLAM,8.82,76.96
691560,KOLLAM,9.03,76.79
691566,KOLLAM,9.04,76.76
691571,KOLLAM,8.87,76.67
691572,KOLLAM,8.86,76.71
691573,KOLLAM,8.88,76.71
691574,KOLLAM,8.81,76.78
691576,KOLLAM,8.9,76.71
691577,KOLLAM,8.9,76.65
691578,KOLLAM,8.82,76.73
691579,KOLLAM,8.94,76.72
691581,KOLLAM,8.92,76.55
691582,KOLLAM,8.94,76.54
691583,KOLLAM,9.01,76.53
691584,KOLLAM,8.99,76.54
691585,KOLLAM,8.99,76.56
691589,KOLLAM,8.87,76.66
691590,KOLLAM,8.99,76.58
691601,KOLLAM,8.92,76.58
691602,KOLLAM,8.94,76.58
695001,THIRUVANANTHAPURAM,8.5,76.95
695002,THIRUVANANTHAPURAM,8.45,76.98
695003,THIRUVANANTHAPURAM,8.51875,76.9611667
695004,THIRUVANANTHAPURAM,8.52,76.94
695005,THIRUVANANTHAPURAM,8.5396111,76.9671667
695006,THIRUVANANTHAPURAM,8.5006834,76.9932753
695007,THIRUVANANTHAPURAM,8.487375,76.907159
695008,THIRUVANANTHAPURAM,8.46,76.93
695009,THIRUVANANTHAPURAM,8.47,76.96
695010,THIRUVANANTHAPURAM,8.5140556,76.9714444
695011,THIRUVANANTHAPURAM,8.528443,76.916769
695012,THIRUVANANTHAPURAM,8.4909012,76.973651
695013,THIRUVANANTHAPURAM,8.5315556,76.98575
695014,THIRUVANANTHAPURAM,8.30105,76.57724
695015,THIRUVANANTHAPURAM,8.5453056,76.9450278
695016,THIRUVANANTHAPURAM,8.546394,76.904599
695017,THIRUVANANTHAPURAM,8.5524167,76.9153611
695018,THIRUVANANTHAPURAM,8.4710278,76.98
695019,THIRUVANANTHAPURAM,8.4702365,76.9896016
695020,THIRUVANANTHAPURAM,8.43,77.03
695021,THIRUVANANTHAPURAM,8.499789,76.898389
695022,THIRUVANANTHAPURAM,8.523932,76.879501
695023,THIRUVANANTHAPURAM,8.48,76.94
695024,THIRUVANANTHAPURAM,8.49,76.92
695025,THIRUVANANTHAPURAM,8.534885,76.948534
695026,THIRUVANANTHAPURAM,8.4426885,76.9448574
695027,THIRUVANANTHAPURAM,8.42,76.96
695028,THIRUVANANTHAPURAM,8.61,76.93
695029,THIRUVANANTHAPURAM,8.5,76.92
695030,THIRUVANANTHAPURAM,8.5213515,76.980287
695032,THIRUVANANTHAPURAM,8.4890623,76.9983191
695033,THIRUVANANTHAPURAM,8.507839,76.955446
695034,THIRUVANANTHAPURAM,8.502087,76.946376
695035,THIRUVANANTHAPURAM,8.49,76.94
695036,THIRUVANANTHAPURAM,8.482872,76.948762
695038,THIRUVANANTHAPURAM,8.5663406,77.0091252
695040,THIRUVANANTHAPURAM,8.4752134,76.9749273
695042,THIRUVANANTHAPURAM,8.4172282,77.0204279
695043,THIRUVANANTHAPURAM,8.56,76.96
695051,THIRUVANANTHAPURAM,8.4847858,76.9426805
695099,THIRUVANANTHAPURAM,8.5137772,76.9610509
695101,THIRUVANANTHAPURAM,8.6858333,76.8023056
695102,THIRUVANANTHAPURAM,8.741587,76.833484
695103,THIRUVANANTHAPURAM,8.715834,76.863613
695104,THIRUVANANTHAPURAM,8.66,76.83
695121,THIRUVANANTHAPURAM,8.4061322,77.0847762
695122,THIRUVANANTHAPURAM,77.106087,77.106087
695123,THIRUVANANTHAPURAM,8.624566,76.977267
695124,THIRUVANANTHAPURAM,8.44,77.14
695125,THIRUVANANTHAPURAM,8.48,77.17
695126,THIRUVANANTHAPURAM,8.42,77.1
695132,THIRUVANANTHAPURAM,8.367524,77.098894
695133,THIRUVANANTHAPURAM,8.3783271,77.0961961
695134,THIRUVANANTHAPURAM,8.362619,77.09242
695141,THIRUVANANTHAPURAM,8.7194167,76.72625
695142,THIRUVANANTHAPURAM,8.725821,76.7547
695143,THIRUVANANTHAPURAM,8.74,76.74
695144,THIRUVANANTHAPURAM,8.72,76.78
695145,THIRUVANANTHAPURAM,8.76,76.75
695146,THIRUVANANTHAPURAM,8.77908,76.742574
695301,THIRUVANANTHAPURAM,8.5832222,76.8519167
695302,THIRUVANANTHAPURAM,8.611134,76.831258
695303,THIRUVANANTHAPURAM,8.62,76.8
695304,THIRUVANANTHAPURAM,8.6518611,76.7864444
695305,THIRUVANANTHAPURAM,8.65,76.8
695306,THIRUVANANTHAPURAM,8.66,76.77
695307,THIRUVANANTHAPURAM,8.683194,76.748802
695308,THIRUVANANTHAPURAM,8.6878,76.765198
695309,THIRUVANANTHAPURAM,8.66,76.77
695310,THIRUVANANTHAPURAM,8.7689261,76.7243661
695311,THIRUVANANTHAPURAM,8.749442,76.694827
695312,THIRUVANANTHAPURAM,8.6858333,76.8023056
695313,THIRUVANANTHAPURAM,8.64,76.87
695316,THIRUVANANTHAPURAM,8.61008,76.854259
695317,THIRUVANANTHAPURAM,8.626492,76.849569
695318,THIRUVANANTHAPURAM,8.706322,76.750595
695501,THIRUVANANTHAPURAM,8.39,77.04
695502,THIRUVANANTHAPURAM,8.33,77.14
695503,THIRUVANANTHAPURAM,8.3862749,77.1329934
695504,THIRUVANANTHAPURAM,8.4,77.17
695505,THIRUVANANTHAPURAM,8.52,77.18
695506,THIRUVANANTHAPURAM,8.34,77.11
695507,THIRUVANANTHAPURAM,8.4594167,77.0618611
695508,THIRUVANANTHAPURAM,8.37251,77.14347
695512,THIRUVANANTHAPURAM,8.48,77.08
695513,THIRUVANANTHAPURAM,8.3090599,77.0866031
695521,THIRUVANANTHAPURAM,8.38,77
695522,THIRUVANANTHAPURAM,8.429024,76.986418
695523,THIRUVANANTHAPURAM,8.39,77.02
695524,THIRUVANANTHAPURAM,8.3591667,77.0532778
695525,THIRUVANANTHAPURAM,8.34,77.09
695526,THIRUVANANTHAPURAM,8.35,77.04
695527,THIRUVANANTHAPURAM,8.39865,76.98227
695528,THIRUVANANTHAPURAM,8.3741974,77.0019264
695541,THIRUVANANTHAPURAM,8.63,77.02
695542,THIRUVANANTHAPURAM,8.57,77.07
695543,THIRUVANANTHAPURAM,8.54,77.05
695547,THIRUVANANTHAPURAM,8.6201205,77.0299714
695551,THIRUVANANTHAPURAM,8.68,77.17
695561,THIRUVANANTHAPURAM,8.61,76.97
695562,THIRUVANANTHAPURAM,8.73,77.04
695563,THIRUVANANTHAPURAM,8.71,77.09
695564,THIRUVANANTHAPURAM,8.57,77.02
695568,THIRUVANANTHAPURAM,8.7,76.99
695570,THIRUVANANTHAPURAM,8.5106,77.0519
695571,THIRUVANANTHAPURAM,8.49106,77.03445
695572,THIRUVANANTHAPURAM,8.49,77.11
695573,THIRUVANANTHAPURAM,8.73,76.77
695574,THIRUVANANTHAPURAM,8.56,77.14
695575,THIRUVANANTHAPURAM,8.536883,77.086665
695581,THIRUVANANTHAPURAM,8.55,76.93
695582,THIRUVANANTHAPURAM,8.5615833,76.8714722
695583,THIRUVANANTHAPURAM,8.52,76.89
695584,THIRUVANANTHAPURAM,8.6,76.88
695585,THIRUVANANTHAPURAM,8.58326681,76.8695
695586,THIRUVANANTHAPURAM,8.57,76.84
695587,THIRUVANANTHAPURAM,8.568466,76.907907
695588,THIRUVANANTHAPURAM,8.57630278,76.92521874
695589,THIRUVANANTHAPURAM,8.632132,76.899886
695601,THIRUVANANTHAPURAM,8.762646,76.86573
695602,THIRUVANANTHAPURAM,8.803203,76.850474
695603,THIRUVANANTHAPURAM,8.796335,76.800156
695604,THIRUVANANTHAPURAM,8.823134,76.80796
695605,THIRUVANANTHAPURAM,8.740211,76.804925
695606,THIRUVANANTHAPURAM,8.706716,76.901454
695607,THIRUVANANTHAPURAM,8.68974,76.926087
695608,THIRUVANANTHAPURAM,8.753689,76.929317
695609,THIRUVANANTHAPURAM,8.745882,76.983028
695610,THIRUVANANTHAPURAM,8.728399,76.941154
695611,THIRUVANANTHAPURAM,8.73143,76.78786
695612,THIRUVANANTHAPURAM,8.744785,76.916
695614,THIRUVANANTHAPURAM,8.800385,76.880107
695615,THIRUVANANTHAPURAM,8.6,76.94
700001,KOLKATA,22.5748,88.3468
700002,KOLKATA,24.974174,83.906043
700003,KOLKATA,22.6033611,88.3700555
700004,KOLKATA,22.5977222,88.3717777
700005,KOLKATA,22.5971666,88.361333
700006,KOLKATA,22.5856666,88.3676944
700007,KOLKATA,22.5785,88.3631
700008,KOLKATA,22.482,88.3104166
700009,KOLKATA,22.3446321,88.2232787
700010,KOLKATA,22.3411337,88.2347017
700011,KOLKATA,22.5763322,88.3802448
700012,KOLKATA,22.5686111,88.3577778
700013,KOLKATA,22.5647778,88.3603889
700014,KOLKATA,22.5567467,88.3660757
700015,KOLKATA,22.3555602,88.2247217
700016,KOLKATA,22.552,88.3539167
700017,KOLKATA,22.5446389,88.3583889
700018,KOLKATA,22.50131,88.300614
700019,KOLKATA,22.5263889,88.36
700020,KOLKATA,22.5408056,88.3415278
700021,KOLKATA,22.3895,88.3375278
700022,KOLKATA,22.5448611,88.3280556
700023,KOLKATA,22.5395277,88.3268888
700024,KOLKATA,22.5388888,88.2848611
700025,KOLKATA,22.5727778,88.3475
700026,KOLKATA,22.5269444,88.3525
700027,KOLKATA,22.5350833,88.3332222
700028,NORTH,22.6321944,88.4161111
700029,KOLKATA,22.5166111,88.3480833
700030,KOLKATA,22.6190278,88.3886667
700031,KOLKATA,22.5048611,88.37275
700032,KOLKATA,22.4977778,88.3703056
700033,KOLKATA,22.5067222,88.3452222
700034,KOLKATA,22.491291,88.325464
700035,NORTH,22.6466876,88.368561
700036,NORTH,22.6324444,88.3553889
700037,KOLKATA,22.606,88.3837778
700038,KOLKATA,22.5068055,88.3234166
700039,KOLKATA,22.5221944,88.3821667
700040,KOLKATA,22.4853056,88.3521667
700041,KOLKATA,22.4935,88.3335
700042,KOLKATA,22.5179752,88.3838805
700043,KOLKATA,22.5434166,88.3101944
700044,KOLKATA,22.5521944,88.2715555
700045,KOLKATA,22.5065,88.3569444
700046,KOLKATA,22.5503146,88.3810106
700047,KOLKATA,22.4725,88.3654167
700048,NORTH,22.3551781,88.2358966
700049,NORTH,22.66,88.4
700050,KOLKATA,22.6280833,88.3818056
700051,NORTH,22.66,88.42
700052,NORTH,22.6464722,88.4399722
700053,KOLKATA,22.4952777,88.3394444
700054,KOLKATA,22.3421158,88.2323933
700055,NORTH,22.5550278,88.4042222
700056,NORTH,22.66,88.39
700057,NORTH,22.67,88.36
700058,NORTH,22.69,88.37
700059,NORTH,22.364338,88.2542477
700060,KOLKATA,22.5088888,88.2827777
700061,KOLKATA,22.478216,88.28437
700062,KOLKATA,22.3049,88.2056
700063,KOLKATA,22.4721111,88.3082222
700064,NORTH,22.3538583,88.241278
700065,NORTH,22.6394444,88.4120278
700066,KOLKATA,22.5727778,88.3475
700067,KOLKATA,22.5912222,88.3875555
700068,KOLKATA,22.5064444,88.3668889
700069,KOLKATA,22.5658333,88.35
700070,SOUTH,22.3421,88.215
700071,KOLKATA,22.5497222,88.3825
700072,KOLKATA,22.5663889,88.3538889
700073,KOLKATA,22.3456,88.2128
700074,NORTH,22.6228056,88.4128056
700075,KOLKATA,22.362,88.2144
700076,NORTH,22.66,88.36
700077,NORTH,22.6310278,88.3969444
700078,KOLKATA,22.504717,88.38971
700079,NORTH,22.64,88.43
700080,NORTH,22.5727778,88.3475
700081,NORTH,22.65,88.44
700082,KOLKATA,22.5727778,88.3475
700083,NORTH,22.67,88.38
700084,SOUTH,22.3421,88.215
700085,KOLKATA,22.5681713,88.3835195
700086,KOLKATA,22.48275,88.386
700087,KOLKATA,22.5588889,88.3551111
700088,KOLKATA,,
700089,NORTH,22.3635748,88.242525
700090,NORTH,22.6401389,88.3871111
700091,NORTH,22.3457796,88.2525524
700092,KOLKATA,22.4854167,88.3686944
700093,SOUTH,22.28,88.2242
700094,KOLKATA,22.4750556,88.3959167
700095,KOLKATA,22.4970278,88.3573611
700096,SOUTH,22.274,88.215
700097,NORTH,22.5737128,88.4054924
700099,KOLKATA,22.4996388,88.397375
700100,KOLKATA,22.5254731,88.3951022
700101,NORTH,22.6052431,88.4207263
700102,NORTH,22.5947514,88.4311449
700103,SOUTH,22.39,88.338
700104,SOUTH,22.434096,88.301411
700105,KOLKATA,22.3143602,88.258562
700106,NORTH,22.5718915,88.4137483
700107,KOLKATA,22.5058905,88.4044575
700108,NORTH,22.6522222,88.3745833
700109,NORTH,22.68,88.39
700110,NORTH,22.7,88.39
700111,NORTH,23.711123,88.845842
700112,NORTH,22.72,88.39
700113,NORTH,22.714179,88.419242
700114,NORTH,22.7,88.37
